Sender_UPI_ID,Receiver_UPI_ID,Amount_INR,Unix_Timestamp,is_fraud,time_since_last_tx_seconds
user0@bank,user597@bank,547.63,1676786400,0,0.0
user0@bank,user737@bank,1249.21,1676894400,0,108000.0
user0@bank,user312@bank,441.09,1680566400,0,3672000.0
user0@bank,user712@bank,1337.01,1681376400,0,810000.0
user0@bank,user1034@bank,1504.45,1687269600,0,5893200.0
user0@bank,user1309@bank,1582.06,1688583600,0,1314000.0
user0@bank,user1314@bank,470.0,1702994400,0,14410800.0
user0@bank,user1106@bank,1635.95,1703278800,0,284400.0
user0@bank,user1498@bank,1042.19,1705482000,0,2203200.0
user0@bank,user1977@bank,976.09,1707742800,0,2260800.0
user0@bank,user1830@bank,1350.07,1708682400,0,939600.0
user0@bank,user123@bank,727.0,1715079600,0,6397200.0
user0@bank,user927@bank,1484.55,1717617600,0,2538000.0
user0@bank,user1566@bank,1325.33,1719403200,0,1785600.0
user0@bank,user1323@bank,1132.8,1731531600,0,12128400.0
user1000@bank,user281@bank,308.4,1674472500,1,0.0
user1000@bank,user658@bank,603.28,1684461600,0,9989100.0
user1000@bank,user1584@bank,1223.31,1693720800,0,9259200.0
user1000@bank,user1097@bank,504.04,1698314400,0,4593600.0
user1000@bank,user648@bank,1671.88,1715551200,0,17236800.0
user1000@bank,user881@bank,871.93,1718229600,0,2678400.0
user1000@bank,user67@bank,1366.1,1730440800,0,12211200.0
user1000@bank,user1897@bank,1323.0,1734897600,0,4456800.0
user1000@bank,user1858@bank,821.17,1735563600,0,666000.0
user1001@bank,user10@bank,4902.37,1674508140,1,0.0
user1001@bank,user1526@bank,672.32,1677225600,0,2717460.0
user1001@bank,user919@bank,1949.33,1677888000,0,662400.0
user1001@bank,user1078@bank,279.05,1687960800,0,10072800.0
user1001@bank,user490@bank,1099.55,1691805600,0,3844800.0
user1001@bank,user1057@bank,1309.16,1696233600,0,4428000.0
user1001@bank,user419@bank,1825.48,1697464800,0,1231200.0
user1001@bank,user1160@bank,1140.96,1706385600,0,8920800.0
user1001@bank,user84@bank,1302.63,1706799600,0,414000.0
user1001@bank,user944@bank,1703.28,1719835200,0,13035600.0
user1001@bank,user1067@bank,1574.19,1731754800,0,11919600.0
user1001@bank,user31@bank,1705.39,1735124400,0,3369600.0
user1001@bank,user411@bank,1478.26,1740546000,0,5421600.0
user1002@bank,user1079@bank,918.5,1674367200,0,0.0
user1002@bank,user611@bank,1415.66,1675519200,0,1152000.0
user1002@bank,user603@bank,155.51,1679947200,0,4428000.0
user1002@bank,user822@bank,1803.66,1682762400,0,2815200.0
user1002@bank,user91@bank,1825.1,1699452000,0,16689600.0
user1002@bank,user234@bank,1729.65,1709560800,0,10108800.0
user1002@bank,user1050@bank,1473.05,1718964000,0,9403200.0
user1002@bank,user1446@bank,1814.34,1719230400,0,266400.0
user1002@bank,user1611@bank,121.12,1736964000,0,17733600.0
user1003@bank,user670@bank,1783.57,1681689600,0,0.0
user1003@bank,user77@bank,463.69,1720508400,0,38818800.0
user1003@bank,user1188@bank,936.5,1732683600,0,12175200.0
user1003@bank,user1655@bank,1015.89,1733871600,0,1188000.0
user1003@bank,user1663@bank,1918.19,1740895200,0,7023600.0
user1004@bank,user246@bank,561.83,1674460800,0,0.0
user1004@bank,user1145@bank,1457.62,1675227600,0,766800.0
user1004@bank,user330@bank,1676.81,1690729200,0,15501600.0
user1004@bank,user1683@bank,262.54,1694523600,0,3794400.0
user1004@bank,user418@bank,775.56,1699815600,0,5292000.0
user1004@bank,user568@bank,1261.83,1700787600,0,972000.0
user1004@bank,user1426@bank,899.18,1736823600,0,36036000.0
user1005@bank,user619@bank,164.79,1672902120,1,0.0
user1005@bank,user1942@bank,1238.64,1677646800,0,4744680.0
user1005@bank,user1779@bank,682.76,1677758400,0,111600.0
user1005@bank,user286@bank,1286.75,1678582800,0,824400.0
user1005@bank,user306@bank,1521.93,1679475600,0,892800.0
user1005@bank,user1082@bank,1682.46,1702198800,0,22723200.0
user1005@bank,user961@bank,1034.5,1705784400,0,3585600.0
user1005@bank,user809@bank,1531.91,1711825200,0,6040800.0
user1005@bank,user1949@bank,553.53,1714428000,0,2602800.0
user1005@bank,user1264@bank,1972.12,1724954400,0,10526400.0
user1005@bank,user1372@bank,449.39,1729814400,0,4860000.0
user1005@bank,user1812@bank,638.26,1729947600,0,133200.0
user1005@bank,user1979@bank,678.42,1736859600,0,6912000.0
user1005@bank,user177@bank,1279.11,1737306000,0,446400.0
user1005@bank,user1455@bank,1010.91,1738101600,0,795600.0
user1006@bank,user1983@bank,1550.8,1676505600,0,0.0
user1006@bank,user1072@bank,1446.16,1680159600,0,3654000.0
user1006@bank,user1733@bank,1048.85,1685275200,0,5115600.0
user1006@bank,user1051@bank,1851.59,1687071600,0,1796400.0
user1006@bank,user155@bank,345.3,1688749200,0,1677600.0
user1006@bank,user108@bank,243.67,1691013600,0,2264400.0
user1006@bank,user1684@bank,842.1,1706724000,0,15710400.0
user1006@bank,user1483@bank,1822.05,1714298400,0,7574400.0
user1006@bank,user1985@bank,160.65,1717398000,0,3099600.0
user1006@bank,user146@bank,73.34,1720069200,0,2671200.0
user1006@bank,user1395@bank,1526.75,1721610000,0,1540800.0
user1006@bank,user1764@bank,168.13,1721844000,0,234000.0
user1006@bank,user1175@bank,1948.03,1726452000,0,4608000.0
user1006@bank,user174@bank,81.11,1730188800,0,3736800.0
user1006@bank,user533@bank,1853.34,1731801600,0,1612800.0
user1006@bank,user781@bank,1180.45,1739433600,0,7632000.0
user1007@bank,user1488@bank,150.29,1680908400,0,0.0
user1007@bank,user1377@bank,1197.71,1683669600,0,2761200.0
user1007@bank,user213@bank,168.2,1685710800,0,2041200.0
user1007@bank,user1554@bank,1403.0,1687165200,0,1454400.0
user1007@bank,user1686@bank,791.02,1700298000,0,13132800.0
user1007@bank,user1166@bank,522.76,1723568400,0,23270400.0
user1007@bank,user1919@bank,1426.6,1726354800,0,2786400.0
user1007@bank,user93@bank,468.78,1728802800,0,2448000.0
user1007@bank,user552@bank,1243.77,1734008400,0,5205600.0
user1007@bank,user992@bank,1821.61,1735578000,0,1569600.0
user1007@bank,user1978@bank,945.88,1737403200,0,1825200.0
user1008@bank,user599@bank,965.09,1684965600,0,0.0
user1008@bank,user1312@bank,1955.5,1695556800,0,10591200.0
user1008@bank,user1472@bank,530.84,1702922400,0,7365600.0
user1008@bank,user75@bank,1738.25,1704502800,0,1580400.0
user1008@bank,user35@bank,784.44,1706745600,0,2242800.0
user1008@bank,user1565@bank,1681.48,1709038800,0,2293200.0
user1008@bank,user954@bank,1006.01,1709614800,0,576000.0
user1008@bank,user1178@bank,1204.36,1716156000,0,6541200.0
user1008@bank,user1620@bank,210.81,1729411200,0,13255200.0
user1008@bank,user1406@bank,426.43,1732568400,0,3157200.0
user1009@bank,user1815@bank,1465.25,1684659600,0,0.0
user1009@bank,user326@bank,426.78,1686672000,0,2012400.0
user1009@bank,user538@bank,348.25,1694203200,0,7531200.0
user1009@bank,user1215@bank,1769.9,1697043600,0,2840400.0
user1009@bank,user1553@bank,1809.63,1698606000,0,1562400.0
user1009@bank,user366@bank,372.79,1698962400,0,356400.0
user1009@bank,user169@bank,596.42,1726106400,0,27144000.0
user1009@bank,user1172@bank,1932.02,1726844400,0,738000.0
user1009@bank,user1013@bank,1201.73,1732338000,0,5493600.0
user1009@bank,user1776@bank,1388.34,1732604400,0,266400.0
user100@bank,user1476@bank,366.68,1672750800,0,0.0
user100@bank,user1469@bank,291.72,1673374380,1,623580.0
user100@bank,user144@bank,209.81,1675578180,1,2203800.0
user100@bank,user390@bank,1597.37,1684465200,0,8887020.0
user100@bank,user515@bank,1573.75,1692831600,0,8366400.0
user100@bank,user1060@bank,1492.02,1697472000,0,4640400.0
user100@bank,user141@bank,703.53,1703635200,0,6163200.0
user100@bank,user1294@bank,1462.1,1708236000,0,4600800.0
user100@bank,user1600@bank,919.93,1710025200,0,1789200.0
user100@bank,user799@bank,413.77,1719460800,0,9435600.0
user100@bank,user1819@bank,424.02,1719831600,0,370800.0
user100@bank,user1367@bank,686.28,1731207600,0,11376000.0
user100@bank,user992@bank,336.13,1732050000,0,842400.0
user100@bank,user110@bank,518.0,1738350000,0,6300000.0
user100@bank,user708@bank,489.34,1740960000,0,2610000.0
user1010@bank,user1236@bank,780.67,1676228400,0,0.0
user1010@bank,user1430@bank,1268.48,1677290400,0,1062000.0
user1010@bank,user579@bank,1237.62,1682384400,0,5094000.0
user1010@bank,user1821@bank,103.92,1684360800,0,1976400.0
user1010@bank,user640@bank,543.21,1705849200,0,21488400.0
user1010@bank,user863@bank,1538.93,1706853600,0,1004400.0
user1010@bank,user1617@bank,868.18,1712041200,0,5187600.0
user1010@bank,user1783@bank,1216.97,1723071600,0,11030400.0
user1010@bank,user1520@bank,822.58,1725318000,0,2246400.0
user1010@bank,user1559@bank,1911.23,1727193600,0,1875600.0
user1010@bank,user4@bank,92.77,1737583200,0,10389600.0
user1011@bank,user596@bank,1111.12,1682038800,0,0.0
user1011@bank,user1018@bank,554.76,1683399600,0,1360800.0
user1011@bank,user1611@bank,570.94,1685862000,0,2462400.0
user1011@bank,user1747@bank,1266.34,1692615600,0,6753600.0
user1011@bank,user1679@bank,1063.04,1694455200,0,1839600.0
user1011@bank,user537@bank,1632.23,1694851200,0,396000.0
user1011@bank,user847@bank,1775.95,1700949600,0,6098400.0
user1011@bank,user180@bank,941.55,1704038400,0,3088800.0
user1011@bank,user108@bank,197.69,1712433600,0,8395200.0
user1011@bank,user1529@bank,544.87,1730412000,0,17978400.0
user1011@bank,user1557@bank,1161.74,1739368800,0,8956800.0
user1012@bank,user987@bank,1115.48,1674237600,0,0.0
user1012@bank,user223@bank,1722.1,1674410400,0,172800.0
user1012@bank,user196@bank,825.31,1683856800,0,9446400.0
user1012@bank,user139@bank,275.62,1689044400,0,5187600.0
user1012@bank,user162@bank,1847.13,1694988000,0,5943600.0
user1012@bank,user733@bank,1579.72,1697410800,0,2422800.0
user1012@bank,user1741@bank,602.01,1698966000,0,1555200.0
user1012@bank,user299@bank,829.85,1709445600,0,10479600.0
user1012@bank,user523@bank,864.73,1718071200,0,8625600.0
user1013@bank,user148@bank,472.49,1673594820,1,0.0
user1013@bank,user131@bank,519.59,1675494000,0,1899180.0
user1013@bank,user1868@bank,1369.62,1697400000,0,21906000.0
user1013@bank,user1893@bank,646.53,1704092400,0,6692400.0
user1013@bank,user644@bank,122.5,1711249200,0,7156800.0
user1013@bank,user144@bank,1112.33,1715184000,0,3934800.0
user1013@bank,user1972@bank,1317.0,1721332800,0,6148800.0
user1013@bank,user1504@bank,319.51,1734476400,0,13143600.0
user1014@bank,user1858@bank,1847.66,1678424400,0,0.0
user1014@bank,user1980@bank,1054.72,1684393200,0,5968800.0
user1014@bank,user859@bank,790.17,1694048400,0,9655200.0
user1014@bank,user1051@bank,1947.04,1696471200,0,2422800.0
user1014@bank,user1063@bank,945.19,1700132400,0,3661200.0
user1014@bank,user1536@bank,708.46,1708495200,0,8362800.0
user1014@bank,user794@bank,455.7,1709427600,0,932400.0
user1014@bank,user767@bank,51.88,1716472800,0,7045200.0
user1014@bank,user1985@bank,1362.77,1722589200,0,6116400.0
user1014@bank,user611@bank,1852.5,1725757200,0,3168000.0
user1014@bank,user1351@bank,1448.99,1726689600,0,932400.0
user1014@bank,user1089@bank,299.78,1735869600,0,9180000.0
user1015@bank,user1521@bank,1204.14,1680152400,0,0.0
user1015@bank,user265@bank,63.79,1686679200,0,6526800.0
user1015@bank,user1674@bank,975.45,1687694400,0,1015200.0
user1015@bank,user1549@bank,1812.61,1689303600,0,1609200.0
user1015@bank,user865@bank,216.9,1692302400,0,2998800.0
user1015@bank,user660@bank,140.57,1702767600,0,10465200.0
user1015@bank,user1466@bank,942.33,1713859200,0,11091600.0
user1015@bank,user1460@bank,1570.24,1714924800,0,1065600.0
user1015@bank,user1592@bank,1988.66,1715158800,0,234000.0
user1015@bank,user1639@bank,1242.37,1722200400,0,7041600.0
user1015@bank,user964@bank,1798.02,1736607600,0,14407200.0
user1016@bank,user1341@bank,566.88,1678410000,0,0.0
user1016@bank,user1563@bank,148.96,1679446800,0,1036800.0
user1016@bank,user1135@bank,322.82,1684890000,0,5443200.0
user1016@bank,user759@bank,870.97,1688076000,0,3186000.0
user1016@bank,user1944@bank,380.31,1690804800,0,2728800.0
user1016@bank,user241@bank,374.96,1703660400,0,12855600.0
user1016@bank,user776@bank,803.09,1705176000,0,1515600.0
user1016@bank,user1902@bank,1869.14,1715047200,0,9871200.0
user1016@bank,user445@bank,880.31,1725152400,0,10105200.0
user1016@bank,user1003@bank,792.31,1726434000,0,1281600.0
user1016@bank,user443@bank,1736.47,1734746400,0,8312400.0
user1017@bank,user869@bank,184.2,1678662000,0,0.0
user1017@bank,user1665@bank,1147.02,1683504000,0,4842000.0
user1017@bank,user1793@bank,596.7,1694581200,0,11077200.0
user1017@bank,user1645@bank,463.87,1703174400,0,8593200.0
user1017@bank,user1743@bank,133.31,1709024400,0,5850000.0
user1017@bank,user17@bank,152.58,1734854400,0,25830000.0
user1018@bank,user433@bank,118.09,1674019560,1,0.0
user1018@bank,user947@bank,1394.13,1680512400,0,6492840.0
user1018@bank,user238@bank,360.67,1686492000,0,5979600.0
user1018@bank,user270@bank,1944.53,1692446400,0,5954400.0
user1018@bank,user948@bank,1943.6,1695448800,0,3002400.0
user1018@bank,user336@bank,1964.82,1702616400,0,7167600.0
user1018@bank,user919@bank,1672.01,1715155200,0,12538800.0
user1018@bank,user242@bank,1203.91,1718319600,0,3164400.0
user1018@bank,user900@bank,206.93,1718496000,0,176400.0
user1018@bank,user1879@bank,1849.82,1739602800,0,21106800.0
user1019@bank,user1610@bank,4596.32,1672982100,1,0.0
user1019@bank,user1953@bank,239.5,1676255160,1,3273060.0
